carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
prudential,essential_term_plus,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,55.57,1000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,31,fully_underwritten_term,fully_underwritten,25,0,0,30,2026-08-18
john_hancock,vitality_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,56.02,1000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,31,fully_underwritten_term,fully_underwritten,26,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,56.51,1000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,31,fully_underwritten_term,fully_underwritten,27,0,0,30,2026-08-18
transamerica,trendsetter_lb,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,57.62,1000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter LB,31,fully_underwritten_term,fully_underwritten,28,0,1,30,2026-08-18
john_hancock,protection_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,57.76,1000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,31,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-18
national_life_group,lsw_30_g,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,58.52,1000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 30-G,31,fully_underwritten_term,fully_underwritten,30,0,0,30,2026-08-18
banner,opterm,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,72.64,2000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,31,fully_underwritten_term,fully_underwritten,1,1,0,31,2026-08-18
symetra,swiftterm_instant_issue_available,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,72.65,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,31,fully_underwritten_term,fully_underwritten,2,0,0,31,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,75.45,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,31,fully_underwritten_term,fully_underwritten,3,0,0,31,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,75.91,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,4,0,1,31,2026-08-18
corebridge,select_a_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,75.91,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,31,fully_underwritten_term,fully_underwritten,5,0,1,31,2026-08-18
protective,protective_classic_choice_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,76.21,2000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,31,fully_underwritten_term,fully_underwritten,6,0,0,31,2026-08-18
pacific_life,promise_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,76.64,2000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,31,fully_underwritten_term,fully_underwritten,7,0,0,31,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,80.38,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,8,0,1,31,2026-08-18
corebridge,qol_flex_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,80.38,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,31,fully_underwritten_term,fully_underwritten,9,0,1,31,2026-08-18
transamerica,trendsetter_super,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,80.75,2000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,31,fully_underwritten_term,fully_underwritten,10,0,1,31,2026-08-18
principal,term_non_convertible,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,82.99,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,31,fully_underwritten_term,fully_underwritten,11,0,0,31,2026-08-18
symetra,symetra_term_5_0,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,83.85,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,31,fully_underwritten_term,fully_underwritten,12,0,0,31,2026-08-18
principal,term_convertible,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,86.1,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,31,fully_underwritten_term,fully_underwritten,13,0,0,31,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,88.11,2000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,31,fully_underwritten_term,fully_underwritten,14,0,0,31,2026-08-18
lincoln,termaccel_2019,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,92.58,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,TermAccel 2019,31,fully_underwritten_term,fully_underwritten,15,0,0,31,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,92.93,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,31,fully_underwritten_term,fully_underwritten,16,0,0,31,2026-08-18
prudential,essential_term_value,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,94.94,2000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,31,fully_underwritten_term,fully_underwritten,17,0,0,31,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,96.74,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),31,fully_underwritten_term,fully_underwritten,18,0,0,31,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,96.74,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),31,fully_underwritten_term,fully_underwritten,19,0,0,31,2026-08-18
moo,term_life_answers_brokerage,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,98.26,2000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,31,fully_underwritten_term,fully_underwritten,20,0,1,31,2026-08-18
north_american,addvantage_term_gen_9,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,99.0,2000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,31,fully_underwritten_term,fully_underwritten,21,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,101.19,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,31,fully_underwritten_term,fully_underwritten,22,0,0,31,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,102.81,2000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,23,0,0,31,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,102.81,2000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,24,0,0,31,2026-08-18
prudential,essential_term_plus,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,103.69,2000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,31,fully_underwritten_term,fully_underwritten,25,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,104.23,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,31,fully_underwritten_term,fully_underwritten,26,0,0,31,2026-08-18
john_hancock,protection_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,108.26,2000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,31,fully_underwritten_term,fully_underwritten,27,0,0,31,2026-08-18
john_hancock,vitality_term,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,108.44,2000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,31,fully_underwritten_term,fully_underwritten,28,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,110.44,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,31,fully_underwritten_term,fully_underwritten,29,0,0,31,2026-08-18
national_life_group,lsw_30_g,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,110.44,2000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 30-G,31,fully_underwritten_term,fully_underwritten,30,0,0,31,2026-08-18
transamerica,trendsetter_lb,NE,30,female,0,30,2000000,2000000,preferred_plus_nt,112.66,2000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter LB,31,fully_underwritten_term,fully_underwritten,31,0,1,31,2026-08-18
symetra,swiftterm_instant_issue_available,NE,35,male,0,10,100000,100000,preferred_plus_nt,7.97,100000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,36,fully_underwritten_term,fully_underwritten,1,1,0,19,2026-08-18
pacific_life,promise_term,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.05,100000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,36,fully_underwritten_term,fully_underwritten,2,0,0,19,2026-08-18
protective,protective_classic_choice_term,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.05,100000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,36,fully_underwritten_term,fully_underwritten,3,0,0,19,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.73,100000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,36,fully_underwritten_term,fully_underwritten,4,0,0,19,2026-08-18
corebridge,select_a_term,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.77,100000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,36,fully_underwritten_term,fully_underwritten,5,0,1,19,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.77,100000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),36,fully_underwritten_term,fully_underwritten,6,0,1,19,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.82,100000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,36,fully_underwritten_term,fully_underwritten,7,0,0,19,2026-08-18
banner,opterm,NE,35,male,0,10,100000,100000,preferred_plus_nt,8.82,100000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,36,fully_underwritten_term,fully_underwritten,8,0,0,19,2026-08-18
transamerica,trendsetter_super,NE,35,male,0,10,100000,100000,preferred_plus_nt,9.01,100000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,36,fully_underwritten_term,fully_underwritten,9,0,1,19,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,35,male,0,10,100000,100000,preferred_plus_nt,9.16,100000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),36,fully_underwritten_term,fully_underwritten,10,0,1,19,2026-08-18
corebridge,qol_flex_term,NE,35,male,0,10,100000,100000,preferred_plus_nt,9.16,100000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,36,fully_underwritten_term,fully_underwritten,11,0,1,19,2026-08-18
lincoln,termaccel_2019,NE,35,male,0,10,100000,100000,preferred_plus_nt,9.18,100000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,TermAccel 2019,36,fully_underwritten_term,fully_underwritten,12,0,0,19,2026-08-18
prudential,essential_term_value,NE,35,male,0,10,100000,100000,preferred_plus_nt,9.8,100000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,36,fully_underwritten_term,fully_underwritten,13,0,0,19,2026-08-18
prudential,essential_term_plus,NE,35,male,0,10,100000,100000,preferred_plus_nt,10.07,100000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,36,fully_underwritten_term,fully_underwritten,14,0,0,19,2026-08-18
moo,term_life_answers_brokerage,NE,35,male,0,10,100000,100000,preferred_plus_nt,10.45,100000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,36,fully_underwritten_term,fully_underwritten,15,0,1,19,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,35,male,0,10,100000,100000,preferred_plus_nt,11.99,100000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,36,fully_underwritten_term,fully_underwritten,16,0,0,19,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,35,male,0,10,100000,100000,preferred_plus_nt,11.99,100000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,36,fully_underwritten_term,fully_underwritten,17,0,0,19,2026-08-18
north_american,addvantage_term_gen_9,NE,35,male,0,10,100000,100000,preferred_plus_nt,12.14,100000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,36,fully_underwritten_term,fully_underwritten,18,0,0,19,2026-08-18
national_life_group,lsw_10_g,NE,35,male,0,10,100000,100000,preferred_plus_nt,13.9,100000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,36,fully_underwritten_term,fully_underwritten,19,0,0,19,2026-08-18
transamerica,trendsetter_super,NE,35,male,0,10,250000,250000,preferred_plus_nt,9.99,250000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,36,fully_underwritten_term,fully_underwritten,1,1,1,30,2026-08-18
banner,opterm,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.17,250000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,36,fully_underwritten_term,fully_underwritten,2,0,0,30,2026-08-18
symetra,swiftterm_instant_issue_available,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.18,250000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,36,fully_underwritten_term,fully_underwritten,3,0,0,30,2026-08-18
pacific_life,promise_term,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.19,250000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,36,fully_underwritten_term,fully_underwritten,4,0,0,30,2026-08-18
corebridge,select_a_term,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.35,250000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,36,fully_underwritten_term,fully_underwritten,5,0,1,30,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.35,250000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),36,fully_underwritten_term,fully_underwritten,6,0,1,30,2026-08-18
protective,protective_classic_choice_term,NE,35,male,0,10,250000,250000,preferred_plus_nt,10.38,250000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,36,fully_underwritten_term,fully_underwritten,7,0,0,30,2026-08-18
